name,state,location,control,for_profit,religious_controlled,religious_orentation,degree_type,focus,founded_in,closed_merged_in,done,closed_reason,enrollment,historically_black,accreditation
University of the Cumberlands,Kentucky,,Private,0,1,Christian,Baccalaureate College,,1888,,Jenalyn,,,,
Tiffin University,Ohio,Tiffin,Private,0,0,none,Masters University,,1888,,Jenalyn,,,,
University of Puget Sound,Washington,Tacoma,Private,0,0,none,Doctoral University,,1888,,Jenalyn,,"2,666",,
University of Charleston,West Virginia,Charleston,Private,0,0,none,Masters University,,1888,,Jenalyn,,"1,427",,"ACEN, ACPE, JRCERT, NCATE, HLC, TEAC"
Salem University,West Virginia,Salem,Private,1,0,none,Masters University,,1888,,Jenalyn,,850,,"HLC, NCATE"
New Mexico State University,New Mexico,Las Cruces (Main)Alamogordo,Public,0,0,none,Doctoral University,,1888,,,,"18,712",,
Pontifical College Josephinum,Ohio,Columbus,Private,0,1,Catholic,Seminary,,1888,,AJB,,,,
Utah State University,Utah,Logan,Public,0,0,,Doctoral University,,1888,,,,,,
University of Scranton,Pennsylvania,Scranton(Lackawanna County),Private,0,0,Catholic,Baccalaureate College,,1888,,Jenalyn,,"6,070",,
Lane College,Tennessee,Jackson,Private,0,1,Christian,Baccalaureate College,,1888,,Jenalyn,,,,
Mountain State College,West Virginia,Parkersburg,Private,1,1,Christian,Associates College,,1888,,Jenalyn,,153,,ACICS
Clarkson College,Nebraska,Omaha,Private,0,1,Christian,Masters University,,1888,,Jenalyn,,"1,200",,
Brigham Young University–Idaho,Idaho,Rexburg,Private,0,1,Mormon,Associates College,,1888,,Jenalyn,,"19,399",,
Saint Leo University,Florida,St. Leo,Private,0,1,Catholic,Associates College,,1889,,Jenalyn,,,,
University of Pikeville,Kentucky,,Private,0,1,Presbyterian Church,Baccalaureate College,,1889,,Jenalyn,,,,
Barnard College,New York,New York,Private,0,0,none,Baccalaureate College,,1889,,Jenalyn,,"2,696",,
Elon University,North Carolina,Elon,Private,0,1,Christian,Doctoral University,,1889,,Jenalyn,,"6,991",,
Chamberlain College of Nursing,Virginia,Arlington,Private,1,0,none,Specialized Focus,Medical,1889,,Jenalyn,,Unknown,,HLC
Howard Payne University,Texas,,Private,0,1,Christian,Baccalaureate College,,1889,,Jenalyn,,,,
University of New Mexico,New Mexico,Albuquerque (Main)Gallup,Public,0,0,none,Doctoral University,,1889,,,,"30,640",,
New Mexico Institute of Mining and Technology,New Mexico,Socorro (Main),Public,0,0,none,Doctoral University,,1889,,,,"1,895",,
Clemson University,South Carolina,Clemson,Public,0,0,none,Doctoral University,,1889,,,,24951,,SACS
Saint Leo University,Virginia,Multiple[10],Private,0,1,Catholic,Associates College,,1889,,Jenalyn,,"5,232",,SACS
Webb Institute,New York,Glen Cove,Private,0,0,none,Baccalaureate College,,1889,,Jenalyn,,90,,
SUNY College at Plattsburgh,New York,Plattsburgh,Public,0,0,Roman Catholic,Baccalaureate College,,1889,,,,"6,754",,
SUNY Oneonta,New York,Oneonta,Public,0,0,Roman Catholic,Baccalaureate College,,1889,,,,"6,708",,
Nazareth College,Michigan,Kalamazoo,Private,0,1,Catholic,Doctoral University,,1889,1992,Jenalyn,,,,
Texas A&M University–Commerce,Texas,,Public,0,0,,Doctoral University,,1889,,,,"12,321",,
Western Carolina University,North Carolina,Cullowhee,Public,0,0,,Masters University,,1889,,,,"9,608",,
Mayville State University,North Dakota,Mayville,Public,0,0,,Baccalaureate College,,1889,,,,982,,"Higher Learning Commission(HLC), NCATE"
Cotner College,Nebraska,Bethany Heights (Lincoln),Private,0,0,none,Baccalaureate College,,1889,1933,Jenalyn,,,,
Weber State University,Utah,Ogden,Public,0,0,,Masters University,,1889,,,,,,
Daniel Payne College,Alabama,Birmingham,Private,0,0,none,Baccalaureate College,,1889,1979,Jenalyn,,,,
Chamberlain College of Nursing,Arizona,Phoenix,Private,1,1,none,Specialized Focus,Nursing,1889,,Jenalyn,,271,,
International Business College–Indianapolis,Indiana,Indianapolis,Private,1,0,none,Associates College,,1889,,Jenalyn,,403,,"ACICS, ADA"
College of Philomath,Oregon,Philomath,Private,0,1,Christian,Baccalaureate College,,1889,1912,AJB,,,,
International Business College,Indiana,Fort Wayne,Private,0,0,none,Associates College,,1889,,Jenalyn,,438,,ACICS
Missouri Valley College,Missouri,Marshall,Private,0,1,Christian,Baccalaureate College,,1889,,Jenalyn,,"1,789",,
Saint Anselm College,New Hampshire,Goffstown,Private,0,1,Catholic,Baccalaureate College,,1889,,Jenalyn,,"1,927",,
Chamberlain University,Illinois,Downers Grove,Private,1,0,none,Specialized Focus,Nursing,1889,,Jenalyn,,"14,673",,
University of Northern Colorado,Colorado,Greeley,Public,0,0,none,Doctoral University,,1889,,,,"12,862",,
University of Idaho,Idaho,Moscow,Public,0,0,none,Doctoral University,,1889,,,,"11,702",,
Eastern Connecticut State University,Connecticut,Willimantic,Public,0,0,none,Masters University,,1889,,,,"5,362",,
Montana Technological University,Montana,Butte,Public,0,0,none,Doctoral University,,1889,,,,"2,421",,
Asbury University,Kentucky,,Private,0,1,Christian,Associates College,,1890,,Jenalyn,,,,
Belmont University,Tennessee,Nashville,Private,0,1,Christian,Doctoral University,,1890,,Jenalyn,,,,
Millsaps College - Jackson,Mississippi,,Private,0,1,Methodist,Baccalaureate College,,1890,,Jenalyn,,,,
Converse College,South Carolina,Spartanburg,Private,0,0,none,Masters University,,1890,,Jenalyn,,1380,,SACS
Pacific Lutheran University,Washington,Tacoma,Private,0,1,Evangelical Lutheran,Masters University,,1890,,Jenalyn,,"3,100",,
Savannah State University,Georgia,Savannah,Public,0,0,none,Baccalaureate College,,1890,,,,,1,
North Dakota State University,North Dakota,Fargo,Public,0,0,none,Doctoral University,,1890,,,,"14,407",,"Higher Learning Commission(HLC), ACPE, AAMFT, ADA, CCNE, NASAD, NASM, NAST, NCATE"
Whitworth University,Washington,Spokane,Private,0,1,Presbyterian,Masters University,,1890,,Jenalyn,,"3,100",,
West Virginia Wesleyan College,West Virginia,Buckhannon,Private,0,1,Methodist,Baccalaureate College,,1890,,Jenalyn,,"1,394",,"ACEN, NASM, NCATE, HLC"
Viterbo University,Wisconsin,La Crosse,Private,0,1,Catholic,Doctoral University,,1890,,Jenalyn,,"3,238",,"HLC, ADA, CCNE, NASM, NCATE"
Washington State University,Washington,Pullman,Public,0,0,,Doctoral University,,1890,,,,"31,478",,
Valley City State University,North Dakota,Valley City,Public,0,0,,Baccalaureate College,,1890,,,,"1,285",,"Higher Learning Commission(HLC), NASM, NCATE"
Oklahoma Panhandle State University,Oklahoma,Goodwell,Public,0,0,,Masters University,,1890,,,,"1,262",,
University of Central Oklahoma,Oklahoma,Edmond,Public,0,0,,Masters University,,1890,,,,"15,307",,
University of Oklahoma,Oklahoma,Norman,Public,0,0,,Masters University,,1890,,,,"28,564",,
Texas Wesleyan University,Texas,,Private,0,1,Methodist,Baccalaureate College,,1890,,Jenalyn,,,,
University of North Texas,Texas,,Public,0,0,,Baccalaureate College,,1890,,,,"37,979",,
Keuka College,New York,Keuka Park,Private,0,0,none,Baccalaureate College,,1890,,Jenalyn,,"2,229",,
Dakota Business College,North Dakota,Fargo,Private,0,0,none,Masters University,,1890,1978,Jenalyn,,,,
Highland Park College,Iowa,Des Moines,Private,0,1,none,Masters University,,1890,1918,Jenalyn,,,,
Westmar University,Iowa,Le Mars,Private,0,0,none,Masters University,,1890,1997,Jenalyn,,,,
York College,Nebraska,York,Private,0,1,Churces of Christ,Baccalaureate College,,1890,,Jenalyn,,459,,
Penn Foster College,Arizona,Scottsdale,Private,1,0,none,Associates College,,1890,,Jenalyn,,,,
Dominican University of California,California,San Rafael,Private,0,1,Roman Catholic (Dominican Order),Masters University,,1890,,Jenalyn,,,,
University of Chicago,Illinois,Chicago,Private,0,0,none,Doctoral University,,1890,,Jenalyn,,"14,467",,
Columbia College Chicago,Illinois,Chicago,Private,0,0,none,Baccalaureate College,,1890,,Jenalyn,,"6,542",,
Illinois Institute of Technology,Illinois,Chicago,Private,0,0,none,Masters University,,1890,,Jenalyn,,"7,792",,
Post University,Connecticut,Waterbury,Private,1,1,Catholic,Masters University,,1890,,Jenalyn,,"7,681",,
Henderson State University,Arkansas,Arkadelphia,Public,0,0,Methodist,Masters University,,1890,,,,"3,583",,
University of Saint Francis,Indiana,Fort Wayne,Private,0,1,Catholic,Masters University,,1890,,Jenalyn,,"2,329",,"HLC, APTA, CCNE, JRCERT, NASAD, TCATE, NLNAC"
Coquille College,Oregon,,Private,0,0,Christian,Baccalaureate College,,1890,1905,AJB,,,,
Mount Saint Agnes College,Maryland,Baltimore,Private,0,1,Catholic,Baccalaureate College,,1890,1971,AJB,,,,
George Fox University,Oregon,Newberg,Private,0,1,Christian,Doctoral University,,1891,,Jenalyn,,"3,382",,
Saint Joseph Seminary College - Covington,Louisiana,,Private,0,1,Catholic,Seminary,,1891,,AJB,,,,
Lipscomb University,Tennessee,Nashville,Private,0,1,Christian,Doctoral University,,1891,,Jenalyn,,,,
Drexel University,Pennsylvania,Philadelphia,Private,0,0,none,Associates College,,1891,,Jenalyn,,"23,637",,
Seattle Pacific University,Washington,Seattle,Private,0,1,Methodist,Masters University,,1891,,Jenalyn,,"2,876",,
Georgia College & State University,Georgia,Milledgeville,Public,0,0,none,Baccalaureate College,,1891,,,,6200,,
North Carolina Agricultural and Technical State University,North Carolina,Greensboro,Public,0,0,none,Doctoral University,,1891,,,,"10,636",,
University of North Carolina at Greensboro,North Carolina,Greensboro,Public,0,0,none,Doctoral University,,1891,,,,"18,516",,
Seattle University,Washington,Seattle,Private,0,1,Jesuit Catholic,Doctoral University,,1891,,Jenalyn,,"4,764",,
Lenoir–Rhyne University,North Carolina,Hickory,Private,0,1, Evangelical Lutheran,Baccalaureate College,,1891,,Jenalyn,,"2,700",,
Meredith College,North Carolina,Raleigh,Private,0,1,Baptist,Baccalaureate College,,1891,,Jenalyn,,"1,905",,
Drexel University,Pennsylvania,Philadelphia,Private,0,0,none,Associates College,,1891,,Jenalyn,,"23,637",,
Stevens-Henager College,Utah,Ogden,Private,0,0,none,Baccalaureate College,,1891,,Jenalyn,,,,
Randolph College,Virginia,Lynchburg,Private,0,1,Methodist,Baccalaureate College,,1891,,Jenalyn,,626,,SACS
New York Law School,New York,New York,Private,0,0,none,Specialized Focus,Law,1891,,Jenalyn,,"1,096",,
North Greenville University,South Carolina,Tigerville,Private,0,1,Baptist,Baccalaureate College,,1891,,Jenalyn,,2578,,SACS
Elizabeth City State University,North Carolina,Elizabeth City,Public,0,0,,Masters University,,1891,,,,"2,878",,
Texas Lutheran University,Texas,,Private,0,1,Lutheran,Baccalaureate College,,1891,,Jenalyn,,,,
New Mexico Military Institute,New Mexico,Roswell (Main),Public,0,0,,Specialized Focus,Military,1891,,,,412,,
Hardin-Simmons University,Texas,,Private,0,1,Baptist,Baccalaureate College,,1891,,Jenalyn,,,,
Baker Business College,Oregon,Baker,Private,0,1,Methodist,Masters University,,1891,1976,Jenalyn,,,,
Central Washington University,Washington,Ellensburg,Public,0,0,,Masters University,,1891,,,,"12,342",,
West Virginia State University,West Virginia,Institute,Public,0,0,,Masters University,,1891,,,,"2,644",,"NCATE, HLC"
University of Wisconsin–Stout,Wisconsin,Menomonie,Public,0,0,,Masters University,,1891,,,,"9,339",,"HLC, AAMFT, ADA, NASAD, NCATE"
Charles City College,Iowa,Charles City,Private,1,1,Methodist,Masters University,,1891,1914,Jenalyn,,,,
Detroit Institute of Technology,Michigan,Detroit,Private,0,1,Christian,Associates College,,1891,1982,Jenalyn,,,,
Grand Traverse College,Michigan,Benzonia,Private,0,1,Catholic,Baccalaureate College,,1891,1900,Jenalyn,,,,
Duluth Business University,Minnesota,Duluth,Private,1,0,none,Associates College,,1891,2018,Jenalyn,,,,
Nebraska Methodist College,Nebraska,Omaha,Private,0,1,Methodist,Specialized Focus,Medical,1891,,Jenalyn,,707,,
Union College,Nebraska,Lincoln,Private,0,1,Baptist,Baccalaureate College,,1891,,Jenalyn,,810,,
University of La Verne,California,La Verne,Private,0,0,Church of the Brethren,Doctoral University,,1891,,Jenalyn,,,,
College of Idaho,Idaho,Caldwell,Private,0,1,Presbyterian,Masters University,,1891,,Jenalyn,,"1,144",,
Stevens–Henager College,Idaho,Idaho Falls and Boise,Private,0,0,none,Baccalaureate College,,1891,,Jenalyn,,470,,
North Park University,Illinois,Chicago,Private,0,1,Christian,Baccalaureate College,,1891,,Jenalyn,,"1,866",,
Buena Vista University,Iowa,Storm Lake,Private,0,1,Presbyterian,Masters University,,1891,,Jenalyn,,"2,555",,HLC
"University of California, Santa Barbara",California,Santa Barbara,Public,0,0,none,Baccalaureate College,,1891,,,,"24,346",,
Beal College,Maine,Bangor,Private,1,0,none,Associates College,,1891,,Jenalyn,,600,,
Delaware State University,Delaware,Dover,Public,0,0,none,Masters University,,1891,,,,"4,328",,
Maine College of Health Professions,Maine,Lewiston,Private,0,0,none,Associates College,,1891,,Jenalyn,,216,,
Concordia College,Minnesota,Moorhead,Private,0,1,Lutheran,Baccalaureate College,,1891,,Jenalyn,,"2,114",,"HLC, ADA, CCNE, NASM"
Presbyterian Theological Seminary,Nebraska,Omaha,Private,0,1,Presbyterian,Seminary,,1891,1943,AJB,,,,
California Institute of Technology,California,Pasadena,Private,0,0,none,Doctoral University,,1891,,Jenalyn,,,,
Stanoneord University,California,Stanoneord,Private,0,0,none,Doctoral University,,1891,,Jenalyn,,,,
Michigan State University College of Law,Michigan,East Lansing,Private,0,0,none,Specialized Focus,Law,1891,,Jenalyn,,846,,ABA
Portland University,Oregon,Portland,Private,0,1,Catholic,Baccalaureate College,,1891,1900,Jenalyn,,,,
Strayer University,Kentucky,Washington D.C.,Private,1,0,none,Masters University,,1892,,Jenalyn,,"52,000",,
Spencerian College,Kentucky,,Private,1,0,none,Baccalaureate College,,1892,2018,Jenalyn,,,,
Ithaca College,New York,Ithaca,Private,0,0,none,Baccalaureate College,,1892,,Jenalyn,,"7,131",,
Strayer University,New Jersey,Cherry Hill,Private,1,0,none,Masters University,,1892,,Jenalyn,,"54,325",,MSCHE
Malone University,Ohio,Canton,Private,0,1,Christian,Masters University,,1892,,Jenalyn,,,,
University of Rhode Island,Rhodes Island,Kingston,Public,0,0,none,Doctoral University,,1892,,,,17465,,
Sentara College of Health Sciences,Virginia,Chesapeake,Private,0,0,none,Specialized Focus,Medical,1892,,Jenalyn,,475,,ABHES
Strayer University,Virginia,Multiple[10],Private,1,0,none,Masters University,,1892,,Jenalyn,,"12,918",,MSCHE
Walla Walla University,Washington,College Place,Private,0,1,Seventh-day Adventist,Masters University,,1892,,Jenalyn,,"1,855",,
Central Michigan University,Virginia,Multiple[10],Public,0,0,,Doctoral University,,1892,,,,"21,705",,HLC
Southern Adventist University,Tennessee,Collegedale,Private,0,1,Seventh-day Adventist,Masters University,,1892,,Jenalyn,,,,
Winston-Salem State University,North Carolina,Winston-Salem,Public,0,0,,Masters University,,1892,,,,"5,689",,
West Virginia Junior College–Charleston,West Virginia,Charleston,Private,1,0,none,Associates College,,1892,,Jenalyn,,206,,ACICS
William Carey University - Hattiesburg and Biloxi,Mississippi,,Private,0,1,Christian,Doctoral University,,1892,,Jenalyn,,,,
Grand Island Baptist College,Nebraska,Grand Island,Private,0,1,Christian,Associates College,,1892,1931,Jenalyn,,,,
Lincoln Normal University,Nebraska,Lincoln,Private,0,1,Christian,Baccalaureate College,,1892,,Jenalyn,,,,
Brown Mackie College,Arizona,Phoenix,Private,1,0,none,Baccalaureate College,,1892,,Jenalyn,,919,,
John Brown University,Arkansas,Conway,Private,0,1,Christian,Baccalaureate College,,1892,,Jenalyn,,827,,
Greenville University,Illinois,Greenville,Private,0,1,Methodist,Baccalaureate College,,1892,,Jenalyn,,872,,
A.T. Still University,Arizona,Phoenix,Private,0,0,none,Doctoral University,,1892,,Jenalyn,,3723,,
Central Michigan University,Michigan,Mount Pleasant,Public,0,0,none,Doctoral University,,1892,,,,"25,986",,"HLC, ADA, APTA, APA, ASHA, LCME, NASAD, NASM, TCATE"
Eastern Oregon College,Oregon,La Grande,Public,0,0,none,Baccalaureate College,,1892,1898,,,,,
Mineral Springs College,Oregon,Sodaville,Public,0,0,Christian,Baccalaureate College,,1892,1908,,,,,
Johnson University,Tennessee,Knoxville,Private,0,1,Christian Churches/Churches of Christ,Masters University,,1893,,Jenalyn,,,,
St Bernard's School of Theology and Ministry,New York,Rochester,Private,1,1,Catholic,Seminary,,1893,,AJB,,112,,
Medical College of Wisconsin,Wisconsin,Milwaukee,Private,0,1,Lutheran Church,Specialized Focus,Medical,1893,,Jenalyn,,"1,277",,"HLC, ADA, CEPH, LCME"
Southwestern Adventist University,Texas,,Private,0,1,Seventh Day Adventist,Baccalaureate College,,1893,,Jenalyn,,,,
Upsala College,New Jersey,East Orange and Wantage,Private,0,1,Lutheran-affiliated,Baccalaureate College,,1893,1995,Jenalyn,,,,
Montana State University,Montana,Bozeman,Public,0,0,none,Doctoral University,,1893,,,,,,
Hood College,Maryland,Frederick,Private,0,0,none,Baccalaureate College,,1893,,Jenalyn,,"2,052",,
Western New Mexico University,New Mexico,Silver City (Main)Deming,Public,0,0,none,Masters University,,1893,,,,"3,248",,
Aurora University,Illinois,Aurora,Private,0,0,none,Baccalaureate College,,1893,,Jenalyn,,"4,104",,
New Mexico Highlands University,New Mexico,Las Vegas (Main)Farmington,Public,0,0,,Masters University,,1893,,,,"3,037",,
Concordia University,Minnesota,St. Paul,Private,0,1,Christian,Baccalaureate College,,1893,,Jenalyn,,"2,958",,"HLC, NCATE"
Western Washington University,Washington,Bellingham,Public,0,0,,Masters University,,1893,,,,"16,121",,
University of Wisconsin–Superior,Wisconsin,Superior,Public,0,0,,Masters University,,1893,,,,"2,856",,"HLC, NASM"
Central Lutheran Theological Seminary,Nebraska,Fremont,Private,1,1,Lutheran,Seminary,,1893,1967,AJB,,,,
Marylhurst University,Oregon,Marylhurst,Private,0,1,Catholic,Baccalaureate College,,1893,2018,Jenalyn,,,,
Mount Saint Mary College,New Hampshire,Manchester/Hooksett,Private,0,1,Catholic,Masters University,,1893,1978,Jenalyn,,,,
Southern Connecticut State University,Connecticut,New Haven,Public,0,0,none,Masters University,,1893,,,,"10,320",,
Montana State University,Montana,Bozeman,Public,0,0,none,Doctoral University,,1893,,,,"15,561",,
University of Montana,Montana,Missoula,Public,0,0,none,Doctoral University,,1893,,,,"8,306",,
Lewis–Clark State College,Idaho,Lewiston,Public,0,0,none,Baccalaureate College,,1893,,,,"4,304",,
Albion State Normal School,Idaho,Albion,Public,0,0,Christian,Baccalaureate College,,1893,1951,,,no data,,
